kodas;ROD_KOD;VLST_KODAS2;2012_3;2012_4;2013_1;2013_2;2013_3;2013_4;2014_1;2014_2;2014_3;2014_4;2015_1;2015_2;2015_3;2015_4;2016_1;2016_2;2016_3;2016_4;2017_1;2017_2;2017_3;2017_4;2018_1;2018_2;2018_3;2018_4
X002437;1030;SE;;;;;;;;;;21;;;;;;;;;;;;;;;;
X002437;1031;SE;;;;;;;;;20;;;;;;;;;;;;;;;;;
X002437;1040;SE;;;;;;;;;23;;;;;;;;;;;;;;;;;
X002437;1043;SE;;;;;;;;;23;;;;;;;;;;;;;;;;;
X002437;1050;SE;;;;;;;;;3;24;;;;;;;;;;;;;;;;
X002437;2260;SE;;;;;;;;;12,5;25;25;;;;;;;;;;;;;;;
X002437;2280;SE;;;;;;;;12,5;25;25;;;;;;;;;;;;;;;;
X002438;1160;BG;;;;44;32;23;;;;;;;;;;;;;;;;;;;;
X002438;1160;DE;;;;1;1;1;;;;;;;;;;;;;;;;;;;;
X002438;1170;BG;;;0;;;;;;;;;;;;;;;;;;;;;;;
X002438;1170;DE;;;1;1;0;0;;;;;;;;;;;;;;;;;;;;
X002438;1180;BG;;;;12;9;6;;;;;;;;;;;;;;;;;;;;
X002438;1200;BG;41;41;44;32;23;17;;;;;;;;;;;;;;;;;;;;
X002438;1200;DE;;;1;1;1;2;;;;;;;;;;;;;;;;;;;;
X002439;10;US;;;;;;;;;;;;;;0;;;;;;;;;;;;
X002439;1040;US;;;;;;;584;;;1;;;;;;;;;;;;;;;;
X002439;1043;US;;;;;;;584;;;1;-2117;-1983;-280;;;;;;;;;;;;;
X002439;1303;US;;;;;;;;4;;-6;12;;;;;;;;;;;;;;;
X002439;20;US;;;;;;;;;;;;;;0;;;;;;;;;;;;
X002439;3030;US;287;139;;;;;;;;;;;;;;;;;;;;;;;;
X002439;3210;NL;;;;869;869;869;;;;;;;;;;;;;;;;;;;;
X002439;3250;NL;869;869;869;869;869;869;;;;;;;;;;;;;;;;;;;;
X002439;3350;NL;;;11;12;12;12;;;;;;;;;;;;;;;;;;;;
X00244;10;IT;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00244;1031;IT;;;14;25;18;14;;;;;;;;;;;;;;;;;;;;
X00244;1040;IT;;;21;;;-21;-21;;;;;;;;;;;;;;;;;;;
X00244;1043;IT;;;;;;;-21;;;;;;;;;;;;;;;;;;;
X00244;20;IT;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00244;3030;IT;17;17;;;;;;;;;;;;;;;;;;;;;;;;
X002440;1000;EE;;;;;;;;;7;7;;;;;;;;;;;;;;;;
X002440;1030;EE;;;;;;;;-6;;;;;;;;;;;;;;;;;;
X002440;1040;EE;;;;;;;;13;;;;;;;;;;;;;;;;;;
X002440;1043;EE;;;;;;;;13;;;;;;;;;;;;;;;;;;
X002440;1050;EE;;;;;;;;7;7;7;;;;;;;;;;;;;;;;
X002441;1000;PL;;;-56;;;;-20;-13;-13;-13;;;;;;;;;;;;;;;;
X002441;1030;PL;;3;;37;;;7;;;;;;;;;;;;;;;;;;;
X002441;1050;PL;-61;-58;-56;-20;-20;-20;-13;-13;-13;-13;;;;;;;;;;;;;;;;
X002441;1260;PL;;;80;80;80;80;30;30;15;;;;;;;;;;;;;;;;;
X002441;1280;PL;;;80;80;80;30;30;15;;;;;;;;;;;;;;;;;;
X002441;2260;PL;;;7;9;9;9;9;9;4,5;;;;;;;;;;;;;;;;;
X002441;2280;PL;;;9;9;9;9;9;4,5;;;;;;;;;;;;;;;;;;
X002441;3030;PL;;3;;;;;;;;;;;;;;;;;;;;;;;;
X002442;1000;DE;;;;;;;;2047;2047;2047;;;;;;;;;;;;;;;;
X002442;1030;DE;;;;;;;;;;112;;;;;;;;;;;;;;;;
X002442;1040;DE;;;;;;;2047;;;-1;;;;;;;;;;;;;;;;
X002442;1043;DE;;;;;;;2047;;;-1;;;;;;;;;;;;;;;;
X002442;1050;DE;;;;;;;2047;2047;2047;2160;;;;;;;;;;;;;;;;
X002442;1160;DE;;;;893;893;893;;;;;;;;;;;;;;;;;;;;
X002442;1170;DE;;;4;;;24;;;;;;;;;;;;;;;;;;;;
X002442;1200;DE;889;889;893;893;893;917;;;;;;;;;;;;;;;;;;;;
X002442;1260;DE;;;;;121;;116;;;;48;;;;;;;;;;;;;;;
X002442;1280;DE;;;;121;;116;;;;48;;;;;;;;;;;;;;;;
X002442;1350;DE;;;13;14;14;14;;;;;;;;;;;;;;;;;;;;
X002443;1000;DK;;;;;;;;;;45;;;;;;;;;;;;;;;;
X002443;1030;DK;;;;;;;;;45;;;;;;;;;;;;;;;;;
X002443;1040;DK;;;;;;;;;;13;;;;;;;;;;;;;;;;
X002443;1043;DK;;;;;;;;;;13;;;;;;;;;;;;;;;;
X002443;1050;DK;;;;;;;;;45;58;;;;;;;;;;;;;;;;
X002443;2260;DK;;;;;;;;;3;6;6;;;;;;;;;;;;;;;
X002443;2280;DK;;;;;;;;3;6;6;;;;;;;;;;;;;;;;
X002444;10;FI;;;;;;;;;;;;;;0;;;;;;;;;;;;
X002444;1040;FI;;;;;127;;;;;;-61;;;;;;;;;;;;;;;
X002444;1043;FI;;;;;;;;;;;-61;;;;;;;;;;;;;;;
X002444;1320;FI;;;;;;;;;;;;;;;467;469;472;;;;;;;;;
X002444;1324;FI;;;;;;;;;;;;;;;469;472;474;;;;;;;;;
X002444;1370;FI;;;;;;;;;;;;;;;2;2;2;;;;;;;;;
X002444;20;FI;;;;;;;;;;;;;;0;;;;;;;;;;;;
X002444;3030;FI;174;52;;;;;;;;;;;;;;;;;;;;;;;;
X002445;1030;LV;;;;;5;1;;;;;;;;;;;;;;;;;;;;
X002445;1040;LV;;;;;-1;1;;;;;;;;;;;;;;;;;;;;
X002445;1043;LV;;;;;;;1;;;;;;;;;;;;;;;;;;;
X002445;3030;LV;-20;3;;;;;;;;;;;;;;;;;;;;;;;;
X002446;1160;US;;;;248;244;235;;;;;;;;;;;;;;;;;;;;
X002446;1200;US;246;240;248;244;235;231;;;;;;;;;;;;;;;;;;;;
X002447;1000;DK;;;-132;;;;-134;-134;-134;-134;;;;;;;;;;;;;;;;
X002447;1030;DK;;;-1;;;;;;;-15;;;;;;;;;;;;;;;;
X002447;1050;DK;-133;-133;-134;-134;-134;-134;-134;-134;-134;-149;;;;;;;;;;;;;;;;
X002448;1000;NO;;;-2642;;;;-2230;-2230;-1680;-1680;;;;;;;;;;;;;;;;
X002448;1030;NO;;;;;412;;;550;;;;;;;;;;;;;;;;;;
X002448;1040;NO;;;;;;0;;;;;;;;;;;;;;;;;;;;
X002448;1050;NO;;;-2642;-2642;-2231;-2230;-2230;-1680;-1680;-1680;;;;;;;;;;;;;;;;
X002448;3030;NO;-43;-43;;;;;;;;;;;;;;;;;;;;;;;;
X002449;10;PL;;;;;;;;;;;;;;0;;;;;;;;;;;;
X002449;1031;PL;;;;;;;165;;;;;;;;;;;;;;;;;;;
X002449;1040;PL;;;;;9;-9;-9;;;;5;;;;;;;;;;;;;;;
X002449;1043;PL;;;;;;;-9;;;;5;;;;;;;;;;;;;;;
X002449;20;PL;;;;;;;;;;;;;;0;;;;;;;;;;;;
X002449;2160;PL;;;;;;200;;;;;;;;;;;;;;;;;;;;
X002449;2170;PL;;;;;200;;;;;;;;;;;;;;;;;;;;;
X002449;2200;PL;;;;;200;200;;;;;;;;;;;;;;;;;;;;
X002449;2350;PL;;;;;2;2;;;;;;;;;;;;;;;;;;;;
X002449;3030;PL;32;-101;;;;;;;;;;;;;;;;;;;;;;;;
X00245;10;FR;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00245;1000;FR;;;524;;;;407;424;424;424;;;;;;;;;;;;;;;;
X00245;1030;FR;;194;;-116;;;17;;;;;;;;;;;;;;;;;;;
X00245;1050;FR;330;524;524;407;407;407;424;424;424;424;;;;;;;;;;;;;;;;
X00245;20;FR;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00245;3030;FR;;194;;;;;;;;;;;;;;;;;;;;;;;;
X002450;1000;DK;;;57;;;;59;;;;;;;;;;;;;;;;;;;
X002450;1020;DK;;;;;;;59;;;;;;;;;;;;;;;;;;;
X002450;1030;DK;;;;;;-8;;;;;;;;;;;;;;;;;;;;
X002450;1040;DK;;;;;10;;;;;;;;;;;;;;;;;;;;;
X002450;1050;DK;58;58;57;57;67;59;;;;;;;;;;;;;;;;;;;;
X002451;1000;LV;;;;;;;;;;-57;;;;;;;;;;;;;;;;
X002451;1030;LV;;;;;;;;;-57;;;;;;;;;;;;;;;;;
X002451;1040;LV;;;;;;;;;;-89;;;;;;;;;;;;;;;;
X002451;1043;LV;;;;;;;;;;-89;;;;;;;;;;;;;;;;
X002451;1050;LV;;;;;;;;;-57;-146;;;;;;;;;;;;;;;;
X002451;1260;LV;;;;;73;;44;44;22;;;;;;;;;;;;;;;;;
X002451;1280;LV;;;;73;;44;44;22;;;;;;;;;;;;;;;;;;
X002451;2160;MH;;;;12;12;12;;;;;;;;;;;;;;;;;;;;
X002451;2180;MH;;;;;;12;;;;;;;;;;;;;;;;;;;;
X002451;2200;MH;12;12;12;12;12;;;;;;;;;;;;;;;;;;;;;
X002452;10;SE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X002452;1040;SE;;;;;2;-2;-2;;;;38;;;;;;;;;;;;;;;
X002452;1043;SE;;;;;;;-2;;;;38;;;;;;;;;;;;;;;
X002452;1270;SE;;;;;;;;;;;130;;;;;;;;;;;;;;;
X002452;1273;SE;;;;;;;;;;;130;;;;;;;;;;;;;;;
X002452;20;SE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X002452;2270;SE;;;;;;;;;;;23;;;;;;;;;;;;;;;
X002452;2273;SE;;;;;;;;;;;23;;;;;;;;;;;;;;;
X002452;3030;SE;153;539;;;;;;;;;;;;;;;;;;;;;;;;
X002453;1160;NL;;;;1621;1621;1621;;;;;;;;;;;;;;;;;;;;
X002453;1200;NL;1622;1622;1621;1621;1621;1621;;;;;;;;;;;;;;;;;;;;
X002453;1350;NL;;;35;35;35;35;;;;;;;;;;;;;;;;;;;;
X002454;3000;BY;;;;;;;;;;16;;;;;;;;;;;;;;;;
X002454;3010;BY;;;;;;;;;16;;;;;;;;;;;;;;;;;
X002454;3050;BY;;;;;;;;;16;16;;;;;;;;;;;;;;;;
X002455;10;SE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X002455;1000;SE;;;;902;2306;5226;;;;;;;;;;;;;;;;;;;;
X002455;1010;SE;;;902;1404;1253;1454;;;;;;;;;;;;;;;;;;;;
X002455;1030;SE;;;;;1667;185;;;;;;;;;;;;;;;;;;;;
X002455;1040;SE;;;;;;;-1293;;;;394;;;;;;;;;;;;;;;
X002455;1043;SE;;;;;;;-1293;;;;394;;;;;;;;;;;;;;;
X002455;1050;SE;;;902;2306;5226;6865;;;;;;;;;;;;;;;;;;;;
X002455;1200;FR;;892;;;;;;;;;;;;;;;;;;;;;;;;
X002455;1280;LV;;;;;;;28;;;;;;;;;;;;;;;;;;;
X002455;1280;SE;;;;;;;30;;;;;;;;;;;;;;;;;;;
X002455;20;SE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X002455;2260;LV;;;;;;;;;4;;;;;;;;;;;;;;;;;
X002455;2280;LV;;;;;;;;4;;;;;;;;;;;;;;;;;;
X002456;1160;GB;;;;266;266;268;;;;;;;;;;;;;;;;;;;;
X002456;1160;IE;;;;683;679;687;;;;;;;;;;;;;;;;;;;;
X002456;1200;GB;275;272;266;266;268;268;;;;;;;;;;;;;;;;;;;;
X002456;1200;IE;721;701;683;679;687;690;;;;;;;;;;;;;;;;;;;;
X002457;1000;RU;;;-58;;;;;;;;;;;;;;;;;;;;;;;
X002457;1020;RU;;;58;;;;;;;;;;;;;;;;;;;;;;;
X002457;1160;CH;;;;172;171;171;;;;;;;;;;;;;;;;;;;;
X002457;1160;EE;;;;1160;1160;1160;;;;;;;;;;;;;;;;;;;;
X002457;1160;RU;;;;61;61;61;;;;;;;;;;;;;;;;;;;;
X002457;1200;CH;174;174;172;171;171;;;;;;;;;;;;;;;;;;;;;
X002457;1200;EE;1161;1161;1160;1160;1160;;;;;;;;;;;;;;;;;;;;;
X002457;1200;RU;;;61;61;61;;;;;;;;;;;;;;;;;;;;;
X002457;1250;RU;61;61;;;;;;;;;;;;;;;;;;;;;;;;
X002457;1350;CH;;;2;2;2;;;;;;;;;;;;;;;;;;;;;
X002457;3030;RU;-9;-3;;;;;;;;;;;;;;;;;;;;;;;;
X002458;3000;US;;;;;;;;;491;491;;;;;;;;;;;;;;;;
X002458;3010;US;;;;;;;;338;;;;;;;;;;;;;;;;;;
X002458;3030;US;;;;;;;;153;;;;;;;;;;;;;;;;;;
X002458;3050;US;;;;;;;;491;491;491;;;;;;;;;;;;;;;;
X002459;1000;LV;;;48;;;;321;321;321;321;;;;;;;;;;;;;;;;
X002459;1010;LV;;;;298;;;;;;;;;;;;;;;;;;;;;;
X002459;1030;LV;;;;-24;;;;;;-42;;;;;;;;;;;;;;;;
X002459;1040;LV;;;;0;;;;;;;;;;;;;;;;;;;;;;
X002459;1050;LV;49;49;48;321;321;321;321;321;321;279;;;;;;;;;;;;;;;;
X002459;1260;LV;;;725;725;725;725;952;952;476;;;;;;;;;;;;;;;;;
X002459;1280;LV;;;725;725;725;952;952;476;;;;;;;;;;;;;;;;;;
X00246;1050;KZ;43;43;;;;;;;;;;;;;;;;;;;;;;;;
X00246;1050;SE;55;55;;;;;;;;;;;;;;;;;;;;;;;;
X002460;1000;LV;;;123;;;;122;122;123;123;;;;;;;;;;;;;;;;
X002460;1030;LV;;-177;-1;;;;;1;;;;;;;;;;;;;;;;;;
X002460;1050;LV;298;122;122;122;122;122;122;123;123;123;;;;;;;;;;;;;;;;
X002460;3030;LV;;-177;;;;;;;;;;;;;;;;;;;;;;;;
X002461;10;DE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X002461;1000;DE;;;1352;;;;;;;;;;;;;;;;;;;;;;;
X002461;1030;DE;;;;;386;;;;;317;;;;;;;;;;;;;;;;
X002461;1040;DE;;;;;;;;;;;-317;;;;;;;;;;;;;;;
X002461;1043;DE;;;;;;;;;;;-317;;;;;;;;;;;;;;;
X002461;1050;DE;1353;1353;1352;1352;1738;1738;;;;;;;;;;;;;;;;;;;;
X002461;1260;DE;;;551;551;551;551;;;;;;;;;;;;;;;;;;;;
X002461;1260;PL;;;27;27;27;27;;;;;;;;;;;;;;;;;;;;
X002461;1280;DE;;;551;551;551;312;;;;;;;;;;;;;;;;;;;;
X002461;1280;PL;;;27;27;27;;;;;;;;;;;;;;;;;;;;;
X002461;20;DE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X002461;2260;DE;;;;;;;;;700;;;;;;;;;;;;;;;;;
X002461;2260;PL;;;;;;;;;321;;;;;;;;;;;;;;;;;
X002461;2280;DE;;;;;;;;700;;;;;;;;;;;;;;;;;;
X002461;2280;PL;;;;;;;;321;;;;;;;;;;;;;;;;;;
X002462;10;FI;;;;;;;;;;;;;;0;;;;;;;;;;;;
X002462;1000;NO;;;;;;;;;;;;;;;188;;;;;;;;;;;
X002462;1030;NO;;;;;;;;;;;;;;;109;;;;;;;;;;;
X002462;1040;FI;;;;;;;;;;-36;;;;;;;;;;;;;;;;
X002462;1040;NO;;;;-3;;-197;;;;36;;;;;3;;;;;;;;;;;
X002462;1043;FI;;;;;;;;;;-36;-4;;2;;;;;;;;;;;;;
X002462;1043;NO;;;;;;;-197;;;36;;;;;;;;;;;;;;;;
X002462;1050;NO;;;;;;;;;;;;;;;300;;;;;;;;;;;
X002462;1260;NO;;;;;1;;14;14;;;;;;;;;;;;;;;;;;
X002462;1280;NO;;;;1;;14;14;;;;;;;;;;;;;;;;;;;
X002462;1300;NO;;;;;;;;;;;-152;;;;;;;;;;;;;;;
X002462;1303;NO;;;;;;;;;;;-152;;;;;;;;;;;;;;;
X002462;20;FI;;;;;;;;;;;;;;0;;;;;;;;;;;;
X002462;2260;NO;;;114;;;;54;;17;;;;;;;;;;;;;;;;;
X002462;2280;NO;;;;;;54;;17;;;;;;;;;;;;;;;;;;
X002462;3030;NO;-26;32;;;;;;;;;;;;;;;;;;;;;;;;
X002463;3010;GB;;;1507;;;;;;;;;;;;;;;;;;;;;;;
X002463;3010;RU;;;312;;;;;;;;;;;;;;;;;;;;;;;
X002463;3050;GB;;;1507;1507;1507;1507;;;;;;;;;;;;;;;;;;;;
X002463;3050;RU;;;312;312;312;312;;;;;;;;;;;;;;;;;;;;
X002463;3160;GB;;;;1708;1698;1718;;;;;;;;;;;;;;;;;;;;
X002463;3160;RU;;;;361;294;;;;;;;;;;;;;;;;;;;;;
X002463;3180;RU;;;140;66;293;;;;;;;;;;;;;;;;;;;;;
X002463;3200;GB;1796;1746;1708;1698;1718;1725;;;;;;;;;;;;;;;;;;;;
X002463;3200;RU;501;498;361;294;;;;;;;;;;;;;;;;;;;;;;
X002463;3210;GB;;;;1287;1426;1433;;;;;;;;;;;;;;;;;;;;
X002463;3220;GB;;;486;;;;;;;;;;;;;;;;;;;;;;;
X002463;3250;GB;191;805;1287;1426;1433;1435;;;;;;;;;;;;;;;;;;;;
X002463;3260;GB;;;;100;;;;;;;;;;;;;;;;;;;;;;
X002463;3260;RU;;;;487;;;;;;;;;;;;;;;;;;;;;;
X002463;3280;GB;;;100;;;285;;;;;;;;;;;;;;;;;;;;
X002463;3280;RU;;;487;;;4030;;;;;;;;;;;;;;;;;;;;
X002463;3350;GB;;;38;40;41;41;;;;;;;;;;;;;;;;;;;;
X002463;3350;RU;;;6;5;;;;;;;;;;;;;;;;;;;;;;
X002463;4260;GB;;;;36;;;;;;;;;;;;;;;;;;;;;;
X002463;4260;RU;;;;1;;;;;;;;;;;;;;;;;;;;;;
X002463;4280;GB;;;36;;;143;;;;;;;;;;;;;;;;;;;;
X002463;4280;RU;;;1;;;221;;;;;;;;;;;;;;;;;;;;
X002464;1000;NL;;;;;;;-226;-226;-288;-288;;;;;;;;;;;;;;;;
X002464;1030;NL;;;;;;;;-62;;;;;;;;;;;;;;;;;;
X002464;1040;NL;;;;;;0;;;;1;;;;;;;;;;;;;;;;
X002464;1043;NL;;;;;;;;;;1;;;;;;;;;;;;;;;;
X002464;1050;NL;;;;;;;-226;-288;-288;-289;;;;;;;;;;;;;;;;
X002464;2160;NL;;;;258;258;258;;;;;;;;;;;;;;;;;;;;
X002464;2200;NL;;;258;258;258;258;;;;;;;;;;;;;;;;;;;;
X002464;2350;NL;;;4;4;4;4;;;;;;;;;;;;;;;;;;;;
X002464;3030;NL;12;3;;;;;;;;;;;;;;;;;;;;;;;;
X002465;10;PL;;;;;;;;;;;;;;0;;;;;;;;;;;;
X002465;1260;PL;;;;;;;6896;;;;;;;;;;;;;;;;;;;
X002465;1260;RS;;;;;;;591;;;;;;;;;;;;;;;;;;;
X002465;1260;UA;;;;;;;145;;;;;;;;;;;;;;;;;;;
X002465;20;PL;;;;;;;;;;;;;;0;;;;;;;;;;;;
X002465;3030;PL;823;139;;;;;;;;;;;;;;;;;;;;;;;;
X002466;1000;NO;;;77;;;;;;;;;;;;;;;;;;;;;;;
X002466;1030;NO;-32;;;;;-19;;;;;;;;;;;;;;;;;;;;
X002466;1040;NO;;;;;-58;;;;;;;;;;;;;;;;;;;;;
X002466;1050;NO;78;78;77;77;19;0;;;;;;;;;;;;;;;;;;;;
X002466;1260;NO;;;20;20;20;20;;;;;;;;;;;;;;;;;;;;
X002466;1280;NO;;;20;20;20;;;;;;;;;;;;;;;;;;;;;
X002466;3030;NO;-32;;;;;;;;;;;;;;;;;;;;;;;;;
X002467;1160;DK;;;;363;362;363;;;;;;;;;;;;;;;;;;;;
X002467;1200;DK;362;362;363;362;363;362;;;;;;;;;;;;;;;;;;;;
X002468;1000;SE;;;149;;;;191;238;238;238;;;;;;;;;;;;;;;;
X002468;1030;SE;;29;;42;;;47;;;;;;;;;;;;;;;;;;;
X002468;1040;SE;;;;0;;;;;;;;;;;;;;;;;;;;;;
X002468;1050;SE;122;148;149;191;191;191;238;238;238;238;;;;;;;;;;;;;;;;
X002468;1260;CH;;;172;172;172;172;224;224;239;254;254;;;;;;;;;;;;;;;
X002468;1260;SE;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;
X002468;1280;CH;;;172;172;172;224;224;239;254;254;;;;;;;;;;;;;;;;
X002468;1280;SE;;;0;0;0;;;;;;;;;;;;;;;;;;;;;
X002468;3030;SE;;29;;;;;;;;;;;;;;;;;;;;;;;;
X002469;10;DE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X002469;1030;GB;20;3;;;;;;;;;;;;;;;;;;;;;;;;
X002469;1031;DE;26;;;;;;;;;;;;;;;;;;;;;;;;;
X002469;1031;GB;17;;;;;;;;;;;;;;;;;;;;;;;;;
X002469;1040;DE;;;;;317;;-479;;;;;;;;;;;;;;;;;;;
X002469;1043;DE;;;;;;;-479;;;;;;;;;;;;;;;;;;;
X002469;1050;GB;-3;;;;;;;;;;;;;;;;;;;;;;;;;
X002469;1210;GB;;;;3;3;3;;;;;;;;;;;;;;;;;;;;
X002469;1250;GB;3;3;3;3;3;3;;;;;;;;;;;;;;;;;;;;
X002469;20;DE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X002469;3030;DE;6;6;;;;;;;;;;;;;;;;;;;;;;;;
X002469;3030;GB;3;3;;;;;;;;;;;;;;;;;;;;;;;;
X00247;1000;DE;;;55;;;;51;51;51;128;;;;;;;;;;;;;;;;
X00247;1030;DE;;;-4;;;;;;77;;;;;;;;;;;;;;;;;
X00247;1031;DE;;;;;;;;;;8;;;;;;;;;;;;;;;;
X00247;1050;DE;55;55;51;51;51;51;51;51;128;120;;;;;;;;;;;;;;;;
X002470;1000;DK;;;;;;;57;57;57;60;;;;;;;;;;;;;;;;
X002470;1030;DK;;;;;;;;;3;;;;;;;;;;;;;;;;;
X002470;1040;DK;;;;;;0;;;;;;;;;;;;;;;;;;;;
X002470;1050;DK;;;;;;;57;57;60;60;;;;;;;;;;;;;;;;
X002470;1160;DK;;;;1249;1249;;;;;;;;;;;;;;;;;;;;;
X002470;1180;DK;;;;;1249;;;;;;;;;;;;;;;;;;;;;
X002470;1200;DK;1292;1292;1249;1249;;;;;;;;;;;;;;;;;;;;;;
X002470;1350;DK;;;3;3;;;;;;;;;;;;;;;;;;;;;;
X002470;3030;DK;12;29;;;;;;;;;;;;;;;;;;;;;;;;
X002471;1000;NL;;;-29;;;;35;35;35;35;;;;;;;;;;;;;;;;
X002471;1030;NL;;;26;;;;;;;46;;;;;;;;;;;;;;;;
X002471;1040;NL;;;38;;;;;;;;;;;;;;;;;;;;;;;
X002471;1050;NL;-29;-29;35;35;35;35;35;35;35;81;;;;;;;;;;;;;;;;
X002471;1260;CZ;;;1;1;1;1;;;;;;;;;;;;;;;;;;;;
X002471;1260;FR;;;85;85;85;85;71;71;54,5;38;38;;;;;;;;;;;;;;;
X002471;1260;NL;;;18;18;18;18;41;41;79,5;118;118;;;;;;;;;;;;;;;
X002471;1260;PL;;;2;2;2;2;32;32;26,5;21;21;;;;;;;;;;;;;;;
X002471;1280;CZ;;;1;1;1;;;;;;;;;;;;;;;;;;;;;
X002471;1280;FR;;;85;85;85;71;71;54,5;38;38;;;;;;;;;;;;;;;;
X002471;1280;NL;;;18;18;18;41;41;79,5;118;118;;;;;;;;;;;;;;;;
X002471;1280;PL;;;2;2;2;32;32;26,5;21;21;;;;;;;;;;;;;;;;
X002472;1000;VG;;;;;;;-7256;-7256;-7854;-7854;;;;;;;;;;;;;;;;
X002472;1030;VG;;;;;-1402;-156;;-496;;;;;;;;;;;;;;;;;;
X002472;1040;VG;;;;;;-102;;-102;;;;;;;;;;;;;;;;;;
X002472;1043;VG;;;;;;;;-102;;;;;;;;;;;;;;;;;;
X002472;1050;VG;;;;;;;-7256;-7854;-7854;-7854;;;;;;;;;;;;;;;;
X002473;1160;EE;;;;14;14;14;;;;;;;;;;;;;;;;;;;;
X002473;1200;EE;;;14;14;14;14;;;;;;;;;;;;;;;;;;;;
X002473;1210;EE;;;;115;115;115;;;;;;;;;;;;;;;;;;;;
X002473;1250;EE;130;130;115;115;115;115;;;;;;;;;;;;;;;;;;;;
X002473;1350;EE;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;
X002474;1000;NL;;;;;;;703;703;703;703;;;;;;;;;;;;;;;;
X002474;1040;NL;;;-1;;;1;;;;;;;;;;;;;;;;;;;;
X002474;1050;NL;;;;;;;703;703;703;703;;;;;;;;;;;;;;;;
X002474;1160;FI;;;;407;407;407;;;;;;;;;;;;;;;;;;;;
X002474;1200;FI;;;407;407;407;407;;;;;;;;;;;;;;;;;;;;
X002474;1350;FI;;;5;5;5;5;;;;;;;;;;;;;;;;;;;;
X002474;3030;NL;116;-38;;;;;;;;;;;;;;;;;;;;;;;;
X002475;1160;GB;;;;120;122;125;;;;;;;;;;;;;;;;;;;;
X002475;1170;GB;;;;1;3;;;;;;;;;;;;;;;;;;;;;
X002475;1180;GB;;;1;;;;;;;;;;;;;;;;;;;;;;;
X002475;1200;GB;119;122;120;122;125;125;;;;;;;;;;;;;;;;;;;;
X002475;1350;GB;;;1;2;2;2;;;;;;;;;;;;;;;;;;;;
X002476;1000;CY;;;57;;;;42;-12;-12;-12;;;;;;;;;;;;;;;;
X002476;1030;CY;;;;;-15;;-54;;;;;;;;;;;;;;;;;;;
X002476;1050;CY;58;58;57;57;42;42;-12;-12;-12;-12;;;;;;;;;;;;;;;;
X002477;1200;NO;712;715;;;;;;;;;;;;;;;;;;;;;;;;
X002477;1250;NO;701;701;;;;;;;;;;;;;;;;;;;;;;;;
X002478;1030;UA;-3;;;;;;;;;;;;;;;;;;;;;;;;;
X002478;1050;UA;672;672;;;;;;;;;;;;;;;;;;;;;;;;
X002478;3030;UA;-3;;;;;;;;;;;;;;;;;;;;;;;;;
X002479;10;FI;;;;;;;;;;;;;;0;;;;;;;;;;;;
X002479;1030;FI;;26;;;;;;;;155;;;;;;;;;-41;;;;;;32;
X002479;1040;FI;;;;;;;-186;;;;-94;;;;;;;;;;;;;;;
X002479;1043;FI;;;;;;;-186;;;;-94;64;;;;;;;;;;;;;;
X002479;1160;RU;;;;439;431;416;;;;;;;;;;;;;;;;;;;;
X002479;1200;RU;437;423;439;431;416;408;;;;;;;;;;;;;;;;;;;;
X002479;1260;BE;;;7;;;;;;;;;;;;;;;;;;;;;;;
X002479;1260;US;;;5;;;;;;;;;;;;;;;;;;;;;;;
X002479;1280;BE;;;5;;;;;;;;;;;;;;;;;;;;;;;
X002479;1280;LV;;;1;;;;;;;;;;;;;;;;;;;;;;;
X002479;1280;US;;;5;;;;;;;;;;;;;;;;;;;;;;;
X002479;20;FI;;;;;;;;;;;;;;0;;;;;;;;;;;;
X002479;2260;EE;;;;;;;;;;;1;;;;;;;;;;;;;;;
X002479;2260;LV;;;;;;;;;;;9;;;;;;;;;;;;;;;
X002479;2270;EE;;;;;;;;;;;-1;;;;;;;;;;;;;;;
X002479;2273;EE;;;;;;;;17;-28;1;-1;;;;;;;;;;;;;;;
X002479;2280;EE;;;;49;;;;;;;;;;;;;;;;;;;;;;
X002479;2280;LV;;;;;;;;;;9;;;;;;;;;;;;;;;;
X002479;3030;FI;23;26;;;;;;;;;;;;;;;;;;;;;;;;
X002479;3030;LV;3;3;;;;;;;;;;;;;;;;;;;;;;;;
X002479;3040;LV;;;;350;;;-19;;;;;;;;;;;;;;;;;;;
X002479;3043;LV;;;;;;;-19;-50;;;;-6;;;;;;;;;;;;;;
X002479;3160;LV;;;;125;123;119;;;;;;;;;;;;;;;;;;;;
X002479;3200;LV;;;125;123;119;116;;;;;;;;;;;;;;;;;;;;
